restaurant_name,location,cuisine,cost_for_two,rating,votes,budget_category,online_order,book_table,restaurant_type,highlights,listing_type,city
FreshMenu,North Bangalore,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",450,3.6,531,low,yes,no,Delivery,"Chicken Steak, Burgers, Salads, Potato Wedges, Salad, Fish, Rice Bowl",Delivery,Kammanahalli
Kick Out the Jams,Ejipura,"burger, american, italian",350,4.0,529,low,yes,no,Delivery,"Burgers, Pizza, Bacon Burger, Wings, Cheesecake, Chicken Burger, Pepperoni",Delivery,Koramangala 6th Block
Baisakhi,Basavanagudi,north indian,500,3.8,528,medium,yes,no,Casual Dining,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",Delivery,Jayanagar
Kaafi Desi,Marathahalli,"north indian, street food",150,4.0,528,low,yes,no,Quick Bites,"Samosa, Jalebi, Rasmalai, Poha, Aloo Poori, Panipuri, Aloo Sabji",Delivery,Marathahalli
Bengaluru Baking Company - JW Marriott Bengaluru,Lavelle Road,"salad, bakery, cafe, sandwich, italian, burger",1400,4.3,526,medium,no,no,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu",Desserts,Lavelle Road
Starbucks,Church Street,"cafe, desserts",700,4.1,526,medium,no,no,Cafe,"Coffee, Java Chip Frappuccino, Brownie, Caramel Frappuccino, Blueberry Muffin, Hot Chocolate, Cappuccino",Cafes,Church Street
The Bangalore Cafe,Shanti Nagar,"modern indian, north indian, pizza, continental, beverages",800,4.2,525,medium,yes,yes,Casual Dining,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha",Dine-out,Residency Road
The Smoke Co.,Koramangala 6Th Block,"american, european",2500,4.3,524,high,yes,yes,Casual Dining,"Mysore Pak, Cocktails, Burgers, Pork Ribs, Fish, Mocktails, Churros",Dine-out,Koramangala 7th Block
Biergarten,Koramangala 5Th Block,"continental, north indian, chinese, european, bbq, finger food, asian",2100,4.8,524,high,no,yes,"Pub, Microbrewery","Cocktails, Pizza, Craft Beer, Nachos, Stout, Cheesecake, Chilli Chicken",Pubs and bars,Koramangala 7th Block
Delicacy,Koramangala 4Th Block,"chinese, thai, momos",500,3.9,523,medium,yes,no,Casual Dining,"Noodles, Momos, Chicken Manchow Soup, Chicken Noodle, Prawn, Chicken Honey, Thai Rice",Dine-out,Koramangala 6th Block
THE BEL ST.,New Bel Road,"cafe, italian, american, continental",1100,3.9,523,medium,no,no,"Cafe, Casual Dining","Pizza, Coffee, Pasta, Nachos, Mocktails, Fish, Sandwich",Cafes,New BEL Road
Feast - Sheraton Grand Bengaluru Whitefield Hotel &...,Whitefield,"continental, asian, south indian, north indian",2500,4.5,523,high,no,yes,Fine Dining,"Vegetable Biryani, Lamb, Pizza, Idli, Fish, Lunch Buffet, Butter Naan",Dine-out,Whitefield
Salt Mango Tree,Whitefield,kerala,1000,4.2,523,medium,yes,no,Casual Dining,"Mushroom Soup, Faluda, Paratha, Banana Fritters, Fruit Juices, Kerala Parotta, Murgh Ghee Roast",Delivery,Whitefield
TAB - Take A Break,Jp Nagar,"cafe, continental, italian",550,4.1,523,medium,no,no,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",Desserts,Jayanagar
New Andhra House,Electronic City,"andhra, biryani, chinese, north indian",450,3.8,523,low,yes,no,Casual Dining,"Hyderabadi Style Biryani, Pot Biryani, Andhra Style Biryani, Buttermilk, Guntur Chicken Biryani, Chicken Vepudu, Vegetable Biryani",Dine-out,Electronic City
Jamavar - The Leela Palace,Old Airport Road,"north indian, south indian",4000,4.2,522,high,no,yes,Fine Dining,"Chicken Chettinad, Vegetable Stew, Lobster, Kulfi, Chicken Curry, Butter Naan, Papdi Chaat",Dine-out,Old Airport Road
Chin Lung Resto Bar,Residency Road,"north indian, chinese, fast food",1000,4.0,521,medium,no,no,Bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, Fried Rice, Chicken Tikka",Drinks & nightlife,Residency Road
Thalassery Restaurant,Marathahalli,"kerala, biryani, south indian, north indian, chinese, arabian, beverages",500,3.2,521,medium,yes,no,Quick Bites,"Biryani, Coffee, Kerala Parotta, Tea, Thalassery Dum Biriyani, Appam, Noodles",Delivery,Marathahalli
Domino's Pizza,Btm,"pizza, fast food",400,4.1,521,low,yes,no,Quick Bites,Cheese Burst Pizza,Dine-out,BTM
Shanthi Sagar,Jp Nagar,"south indian, north indian, chinese",400,3.7,520,low,yes,no,Casual Dining,"Coffee, Mushroom Masala, Masala Dosa, Palak Paneer",Dine-out,Jayanagar
The Biryani Cafe,Banashankari,"biryani, chinese, kebab",300,4.1,520,low,no,no,Quick Bites,"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani",Dine-out,Banashankari
Cafe Palmyra,Whitefield,"chinese, north indian, continental, cafe",2000,4.2,519,high,no,yes,"Casual Dining, Cafe","Club Sandwich, Pork Chops, Sunday Brunch, Burgers, Fish Fingers, Pizza, Chicken Tikka",Dine-out,Whitefield
Chung Wah,Banashankari,"chinese, momos, thai, vietnamese",900,3.9,519,medium,yes,no,Casual Dining,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",Delivery,Basavanagudi
Cream Stone,Marathahalli,"desserts, ice cream, beverages",500,4.1,519,medium,yes,no,Dessert Parlor,"Waffles, Vanilla Ice Cream, Hot Chocolate Fudge, Coffee, Tiramisu, Brownie, Chocolava",Desserts,Marathahalli
Zingron,Koramangala 7Th Block,"chinese, naga",750,4.1,516,medium,yes,no,Casual Dining,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken",Dine-out,Koramangala 7th Block
Blue Ginger - The Taj West End,Race Course Road,vietnamese,3200,4.4,516,high,no,yes,Fine Dining,"Mocktails, Jasmine Rice, Chicken Curry, Noodles, Pho, Caramelized Bananas, Prawn",Dine-out,Lavelle Road
D View Cafe,Jp Nagar,"cafe, italian, chinese, beverages",1000,4.0,516,medium,yes,no,"Cafe, Quick Bites","Chicken Lollipop, Fried Cheese, Pasta Alfredo, Dragon Rolls, Chicken Pakora, Burgers, Chicken Wings",Delivery,JP Nagar
Happy Singh,Whitefield,"chinese, north indian",900,3.8,515,medium,yes,no,Casual Dining,"Deluxe Thali, Mango Lassi, Hara Bhara Kebab, Jumbo Lassi, Jal-jeera, Amritsari Paneer, Gulab Jamun",Delivery,Whitefield
Blue Terrain - Novotel,Marathahalli,"spanish, italian, mediterranean",2000,4.2,515,high,no,yes,Fine Dining,"Mocktails, Cocktails, Burgers, Pizza, Tandoori Salmon, Brownie, Tiramisu",Dine-out,Marathahalli
U.P. Dhaba,Whitefield,"north indian, chinese",350,2.8,515,low,yes,no,Quick Bites,"Paratha, Paneer Thali, Tandoori Roti, Chole Bhature",Dine-out,Whitefield
Sea Rock,Seshadripuram,"mangalorean, seafood, south indian, north indian, chinese, mughlai",1000,4.6,514,medium,yes,yes,Casual Dining,"Sea Food, Neer Dosa, Fish, Squid Masala, Palak Rice, Masala Papad, Chicken Gassi",Delivery,Malleshwaram
Cafe Mondo,Basavanagudi,"cafe, italian, beverages",600,3.7,514,medium,yes,no,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge",Cafes,Basavanagudi
Wanley,Indiranagar,chinese,500,4.0,514,medium,no,no,Casual Dining,"Noodles, Manchow Soup, Dragon Chicken, Sweet Corn Soup, Roast Pork Chilli, Chop Suey, Roasted Pork",Dine-out,Indiranagar
Beijing Bites,Whitefield,"chinese, thai",850,3.9,514,medium,yes,no,Casual Dining,"Noodles, Wonton Soup, Spring Roll, Crispy Noodle, Chop Suey, Beijing Chicken, Chowmein",Dine-out,Whitefield
Sila Restaurant,Electronic City,"chinese, seafood, north indian, biryani, desserts",750,3.8,514,medium,yes,no,Casual Dining,"Mocktails, Dal Makhani, Masala Papad, Kulcha, Panneer Butter Masala, Chilli Paneer, Chicken Biryani",Dine-out,Electronic City
Simhapuri Kitchen,Brookefield,"andhra, biryani, chinese, south indian",800,3.9,513,medium,yes,yes,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken",Delivery,Whitefield
Olive - Era,Kumaraswamy Layout,"bbq, arabian, chinese, kebab, beverages",700,3.3,513,medium,yes,no,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita",Delivery,JP Nagar
B.M.W - Bhookh Mitaane Wala,Koramangala 1St Block,"north indian, south indian, chinese",500,3.7,512,medium,yes,no,Delivery,"Butter Chicken, Pasta, Rolls, Fruit Custard, Gulab Jamun, Maggi, Halwa",Delivery,Sarjapur Road
The Colony Gastropub,Hsr,"modern indian, continental",1200,4.1,512,medium,no,yes,"Casual Dining, Bar","Cocktails, Pizza, Mutton Curry, Bruschettas, Chilli Mushroom, Veg Starter, Long Island Iced Tea",Dine-out,HSR
The Rice Bowl,Lavelle Road,"chinese, momos",1300,4.3,512,medium,yes,yes,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken",Delivery,Residency Road
Cold Stone Creamery,Whitefield,"ice cream, desserts",400,4.3,512,low,yes,no,Dessert Parlor,"Chocolate Devotion, Pomegranate Sorbet, Waffles, Brownie, Apple Pie, Cheesecake Ice Cream, Coffee",Delivery,Whitefield
Stoned Monkey,Koramangala 6Th Block,"desserts, ice cream",500,4.1,511,medium,yes,no,Dessert Parlor,"Nachos, Waffles, Hot Chocolate Fudge, Chocolate Icecreams, Tiramisu, Cheesy Garlic Bread, Vanilla Ice Cream",Delivery,Koramangala 4th Block
Nandhini Deluxe,New Bel Road,north indian,600,3.7,511,medium,no,yes,Casual Dining,"Thali, Hyderabadi Biryani, Mutton Biryani, Andhra Meal",Delivery,New BEL Road
La Pino'z Pizza,Koramangala 4Th Block,"italian, pizza, beverages",600,4.1,510,medium,yes,no,Quick Bites,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza",Dine-out,Koramangala 6th Block
Cafe At The Atelier,Sarjapur Road,"cafe, continental, italian, salad",800,4.2,510,medium,yes,no,Cafe,"Coffee, Pasta, Burgers, Chocolate Milkshake, Spaghetti, Sandwich, Pancakes",Cafes,Sarjapur Road
McDonald's,Hsr,"burger, fast food",500,3.8,510,medium,yes,no,Quick Bites,"Coffee, Peri Peri Fries, Hot Chocolate, Scrambled Eggs, Donut, Grilled Chicken Wrap, Ice Tea",Delivery,HSR
Have More,New Bel Road,north indian,700,3.9,510,medium,no,yes,Casual Dining,"Tawa Chicken, Mango Lassi, Paratha, Seekh Kebab, Butter Chicken, Dahi Bhalle, Makkai Roti",Dine-out,New BEL Road
Entropy Cafe,Koramangala 6Th Block,"cafe, chinese, pizza, north indian, burger",600,4.1,508,medium,yes,no,Cafe,"Nachos, Biryani, Chaat, Pancakes, Pizza, Pasta, Burgers",Dine-out,Koramangala 7th Block
Foodiction,Banashankari,"north indian, fast food, chinese, burger",500,2.8,506,medium,yes,no,Quick Bites,"Burgers, Lassi, Chicken Grill, Naan, Momos, Chicken Burger, Biryani",Delivery,Banashankari
Avista Cafe Pizzeria,Hennur,"cafe, italian",650,4.5,506,medium,yes,yes,Cafe,"Sandwiches, Bbq Chicken Pizza, Burgers, Steak, Mashed Potato, Peri Peri Chicken Pizza, Aglio Olio Pasta",Delivery,Kalyan Nagar
Mumbai Bistro,Malleshwaram,"cafe, north indian, street food",500,4.2,506,medium,yes,no,Cafe,"Pav Bhaji, Tawa Pulav, Vada Pav, Chaat, Rolls, Dabeli, Sandwiches",Dine-out,Rajajinagar
Happy Endings,Bellandur,"bakery, desserts, italian",500,4.2,506,medium,yes,no,"Bakery, Dessert Parlor","Brownie Fudge Sundae, Cheesecake, Ferrero Rocher Shake, Chocolate Mocha, Chocolate Truffle, Pasta Alfredo, Chocolate Sundae",Delivery,Sarjapur Road
Cafe Grill,Jeevan Bhima Nagar,"chinese, north indian, rolls",300,4.1,506,low,yes,no,Quick Bites,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Chicken Biryani, Paneer Roll, Chicken Shawarama",Dine-out,Old Airport Road
Faasos,Electronic City,"north indian, biryani, fast food",500,4.0,506,medium,yes,no,Quick Bites,"Rolls, Chocolate Fantasy, Chicken Rice, Chocolava, Paneer Wrap, Kheer, Veggie Wrap",Dine-out,Electronic City
KFC,Banashankari,"burger, fast food",450,3.8,505,low,yes,no,Quick Bites,"Burgers, French Fries",Dine-out,Banashankari
Delhi Base Sri Food Court,Electronic City,"north indian, south indian, chinese, street food",250,3.9,505,low,yes,no,Quick Bites,"Paratha, Biryani",Delivery,Electronic City
Smacznego,Banashankari,"cafe, mexican, italian, momos, beverages",550,4.2,505,medium,yes,no,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos",Delivery,Jayanagar
The Restaurant - Coorg,Indiranagar,south indian,1100,4.3,504,medium,no,yes,Casual Dining,"Pandi Curry, Caramel Custard, Coconut Souffle, Chicken Curry, Akki Rottis, Pork Curry, Set Menu",Dine-out,Indiranagar
Mooch Marod,Whitefield,north indian,350,4.5,504,low,no,no,Quick Bites,"Chaach, Sweet Lassi, Onion Paratha, Chicken Parantha, Vegetable Paratha, Aloo Methi",Dine-out,Whitefield
RockSalt,St. Marks Road,modern indian,1900,4.4,504,high,yes,yes,"Bar, Casual Dining","Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Drinks & nightlife,Residency Road
Refresh,Brookefield,"cafe, beverages",500,3.2,503,medium,yes,yes,Cafe,"Poha, Masala Tea, Sandwiches, Pav Bhaji, Coffee, Egg Roll, Omelette",Delivery,Marathahalli
Delite Chaat House,Koramangala 6Th Block,"street food, gujarati",300,3.9,503,low,yes,no,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri",Delivery,Koramangala 7th Block
Sunny Cafe & Kitchen,Hsr,"cafe, continental, beverages, desserts",700,3.8,503,medium,yes,yes,"Cafe, Casual Dining","Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles",Delivery,Koramangala 4th Block
The Purple Pan,Rajajinagar,"north indian, chinese",600,4.1,502,medium,yes,no,Casual Dining,"Kalmi Kebab, Vegetable Biryani, Chilli Chicken, Dum Biryani, Chicken Biryani, Honey Chilli Potatoes, Chicken Tikka",Dine-out,Rajajinagar
Kitchens@JP Nagar,Jp Nagar,"biryani, kerala, mughlai, street food, north indian, chinese, south indian, andhra",400,3.9,502,low,yes,no,"Takeaway, Delivery",Vegetable Biryani,Delivery,JP Nagar
Alchemy - The Chancery Pavilion,Residency Road,modern indian,2000,4.3,502,high,no,yes,"Microbrewery, Casual Dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Drinks & nightlife,Residency Road
V B Bakery,Basavanagudi,bakery,150,4.2,502,low,no,no,Bakery,"Honey Cake, Apple Cake, Potato Bun, Fruit Cake, Bun Butter Jam, Bun Masala, Veg Puff",Desserts,Basavanagudi
East Delicious,Marathahalli,"chinese, thai",600,4.0,501,medium,yes,no,Casual Dining,"Noodles, Momos, Chicken Dumplings, Chicken Momo, Chowmein, Honey Chilli Potatoes, Thukpa",Dine-out,Marathahalli
Seasons,Bannerghatta Road,"north indian, south indian, chinese, seafood, kerala, arabian, juices",1000,3.8,500,medium,yes,yes,Casual Dining,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita",Dine-out,Bannerghatta Road
Delhi Mess,New Bel Road,"north indian, chinese",300,4.1,500,low,yes,no,Quick Bites,"Aloo Paratha, Roti, Butter Chicken",Dine-out,New BEL Road
IceBreakers,Koramangala 6Th Block,"desserts, ice cream",500,4.5,499,medium,no,no,Dessert Parlor,"Ice Cream Roll, Waffles, Pizza, Nitrogen Ice Cream, Rolls, Brownie Fudge, Popcorn",Desserts,Koramangala 7th Block
Chaat Street,Kalyan Nagar,"street food, north indian",250,4.0,498,low,yes,no,Quick Bites,"Chaat, Pav Bhaji, Paratha, Lassi, Panipuri, Dahipuri, Bhel Puri",Dine-out,Kammanahalli
Based On A True Story- Bistro,Kammanahalli,"cafe, burger, italian, desserts",800,4.3,496,medium,yes,yes,"Cafe, Quick Bites","Burgers, Popcorn, Pancakes, Brownie, Nachos, Pasta, Terminator Burger",Cafes,Kammanahalli
Two Friends Cauldron,Jp Nagar,"continental, italian, american",700,4.1,496,medium,yes,yes,Casual Dining,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Veggie Pizza, Chips",Desserts,BTM
Donne Biriyani House,Indiranagar,biryani,300,4.0,496,low,yes,no,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Delivery,Residency Road
Watson's,Vasanth Nagar,"finger food, salad, chinese, continental",1300,4.1,495,medium,no,no,Pub,"Chicken Tikka, Cocktails, Draught Beer, Pizza, Beef Chilli, Cheese Chilli Toast, Calamari",Drinks & nightlife,Lavelle Road
Imperial Restaurant,Marathahalli,"biryani, mughlai, chinese, arabian",700,3.7,494,medium,yes,no,Casual Dining,"Mutton Roganjosh, Shawarma, Chicken Biryani, Raita, Chicken Kebab, Tandoori Chicken, Butter Naan",Dine-out,Marathahalli
Sichuan,Hsr,"chinese, asian, seafood",800,4.0,494,medium,yes,no,Casual Dining,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup",Dine-out,Koramangala 4th Block
Samrat Restaurant,Race Course Road,"south indian, north indian",600,4.1,493,medium,no,no,Casual Dining,"Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli",Delivery,Residency Road
Indian Kitchen,Malleshwaram,"north indian, mughlai",1500,4.2,493,high,no,no,Casual Dining,"Cocktails, Biryani, Paneer Makhani, Sangria, Tandoori Chicken, Veg Pulao, Tomato Shorba",Dine-out,Rajajinagar
Midnight Food Point,Marathahalli,"north indian, chinese, mughlai, biryani",500,2.6,492,medium,yes,no,,"Biryani, Chicken Noodle, Butter Naan, Fried Rice Chicken, Chicken Manchurian, Noodles, Paratha",Delivery,Marathahalli
Pizza Hut,"Itpl Main Road, Whitefield","pizza, fast food",750,3.7,492,medium,yes,no,Quick Bites,"Pane Pizza, Garlic Bread, Thin Crust Pizza, Paneer Pizza, Pepperoni, Pasta",Delivery,Whitefield
Pizza Hut,Basaveshwara Nagar,"pizza, fast food",750,3.6,492,medium,yes,no,Casual Dining,"Pasta, Potato Wedges, Garlic Bread, Veg Supreme Pizza, Chicken Wings",Delivery,Rajajinagar
Vandana Andhra and Multi Cuisine,Sarjapur Road,"andhra, hyderabadi, biryani, chinese, north indian",900,4.1,491,medium,yes,yes,Casual Dining,"Chicken Guntur, Thali, Prawn Pepper Fry, Chicken Biryani, Gulab Jamun, Mutton Biryani, Halwa",Dine-out,Sarjapur Road
Pallavi Restaurant,Electronic City,"biryani, chinese, andhra",500,3.8,490,medium,yes,yes,Casual Dining,Biryani,Delivery,Electronic City
Pizza Hut,Koramangala 6Th Block,"pizza, fast food",750,3.9,490,medium,yes,no,Casual Dining,"Pasta, Pepperoni, Garlic Bread, Supreme Pizza, Pane Pizza",Delivery,Koramangala 4th Block
Punjabi by Nature 2.0,Whitefield,north indian,1600,4.2,489,high,yes,no,"Casual Dining, Microbrewery","Beer, Tandoori Chicken, Dahi Kebab, Paneer Tikka, Dal Makhani, Mocktails, Butter Chicken",Dine-out,Whitefield
Upsouth,Malleshwaram,south indian,300,4.1,489,low,yes,no,Quick Bites,"Filter Coffee, Crispy Dosa, Vada, Burgers, Mini Idlis, Ghee Roast Masala Dosa, Paratha",Delivery,Malleshwaram
Cafe Mondo,Hsr,"cafe, italian, pizza, chinese",700,3.6,489,medium,yes,no,"Cafe, Casual Dining","Coffee, Pasta, Sandwiches, Pizza, Nachos, Blueberry Cheesecake, Burgers",Delivery,Sarjapur Road
PHEW (Play Hard Eat Wild),Btm,"continental, lebanese, middle eastern, north indian, chinese, bbq, cafe",700,3.9,488,medium,yes,yes,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings",Cafes,JP Nagar
Wolf'ish,Church Street,"cafe, american, italian, pizza, burger",700,4.1,488,medium,yes,no,Cafe,"Burgers, Peri Peri Chicken, Fries, Mojito, Bbq Chicken Pizza, Mozzarella Sticks, Pasta",Cafes,Residency Road
Kapoor's Cafe,Kalyan Nagar,north indian,800,4.1,488,medium,no,no,Casual Dining,"Lassi, Mushroom Masala, Chaach, Aloo Paratha, Chole Kulcha, Kadai Paneer, Chole Bhature",Dine-out,Kammanahalli
Rivayat,Whitefield,"north indian, mughlai",800,3.9,487,medium,yes,yes,Casual Dining,"Naan, Tandoori Roti, Chicken Biryani, Dal Makhani, Shahi Paneer, Dum Biryani, Paneer Tikka",Dine-out,Whitefield
Domino's Pizza,New Bel Road,"pizza, fast food",400,3.9,487,low,yes,no,Quick Bites,"Garlic Bread, Pasta, Chicken Wings, Chocolava, Spicy Chicken, Cheesy Pizza",Dine-out,New BEL Road
Manbhavan Premium Thali Restaurant,Whitefield,"hyderabadi, gujarati, maharashtrian",1000,4.0,485,medium,yes,no,Casual Dining,"Thali, Jalebi, Dahi Vada, Chaat, Buttermilk, Rabri Malpua, Kadhi",Dine-out,Whitefield
Naati Manae,Koramangala 5Th Block,"north indian, south indian, chinese, biryani",700,3.9,485,medium,yes,yes,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry",Dine-out,Koramangala 5th Block
Hotel Janardhan,Race Course Road,south indian,400,4.1,485,low,no,no,Quick Bites,"Upma, Filter Coffee, Sagu Masala Dosa, Badam Halwa, Rava Idli, Hot Coffee, Kesari Bath",Dine-out,Malleshwaram
Bang - The Ritz-Carlton,Residency Road,finger food,3000,4.2,484,high,no,yes,Lounge,"Paneer Roll, Cocktails, Wine, Mexican Platter, Dragon Chicken, Paneer Tikka",Dine-out,Residency Road
A2B - Adyar Ananda Bhavan,Hsr,"south indian, north indian, chinese, street food, fast food",400,2.8,484,low,yes,no,Casual Dining,"Masala Dosa, Coffee, Tea, Vada, Idli, Chaat, Pongal",Delivery,HSR
The Rendezvous,Koramangala 4Th Block,"continental, steak, chinese, salad, desserts, seafood, italian",800,3.7,483,medium,yes,no,Casual Dining,"Chicken Fritters, Steak, Sandwiches, Burgers, Pasta, Salads, Beef Stroganoff",Dine-out,Koramangala 4th Block
NH8,Whitefield,rajasthani,800,4.2,482,medium,yes,yes,Casual Dining,"Rasgulla, Dal Bati, Rajasthani Thali, Kachori, Churma, Jal-jeera, Rasmalai",Dine-out,Whitefield
The Coorg Food Co.,Kalyan Nagar,south indian,750,4.3,482,medium,yes,yes,Casual Dining,"Pandi Curry, Tender Coconut Pudding, Chocolate Mousse, Ghee Rice, Pork Curry, Bella Coffee, Chicken Curry",Dine-out,Kammanahalli
Apna Punjab,Btm,"north indian, chinese, fast food",450,3.7,482,low,yes,no,Quick Bites,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",Delivery,Koramangala 7th Block
Chai Galli,Koramangala 5Th Block,"cafe, tea, street food",450,4.3,481,low,yes,no,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie",Dine-out,Koramangala 7th Block
Pebble,Sadashiv Nagar,finger food,1500,3.9,481,high,no,no,Club,"Cocktails, Pepper Chicken",Drinks & nightlife,Malleshwaram
KFC,Koramangala 6Th Block,"burger, fast food",450,3.8,480,low,yes,no,Quick Bites,"Rice Bowl, Burgers, Hot Wings, Virgin Mojito, Chicken Popcorn, Fries, Zinger Burger",Dine-out,Koramangala 6th Block
Beijing Bites,Btm,"chinese, thai",850,3.7,479,medium,yes,no,Casual Dining,"Noodles, Manchow Soup, Dragon Chicken, Crispy Chicken, Prawn, Chicken Spring Rolls, Spring Roll",Dine-out,BTM
